Gap Name	Opp Segment	Opportunity	Deal Motion	Product Line	Product Area	Product Capability	Severity Score	Severity	Is Industry Gap	Is International Gap	Created By	Created Date	CI Notes Header	ACV Bin	Opportunity Stage 	Brainstorm	CI Notes	Opp Close Date	Functionality Requirement	Headliner Feature	Gap ID	Industry Specific Gap Detail	Available Capability	Pain point(s)	Proposed Solution	Country Specific Gap Detail	Opp Pipeline Stage	Gap Summary	Type of Gap	Gap Status	Opp ID	Acct Super Industry	# Gaps
PG-00008478	North America	Oakland County - Recruiting	Core Customer - Expand with Other	Talent Management	Talent Acquisition		4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Katie Forsman	07/31/2025	No CI Notes	ACV 0(K) to 300(K)	Won			31/07/2025	Be able to mask the identifying features on attachments, such as resumes, when using the masked candidate profile functionality	Masked Candidate profiles & documents	aTEVT0000001co14AA	 	Representative Capability is not in list	Need to be able to mask the identifying features to ensure there is no bias in the process. If profiles are masked, but document attachments aren't, it defeats the purpose.	Limit via document security		9- Closed/Won		Feature	Open	006VT00000Sk29xYAB	Public Sector	1
PG-00008469	US Federal	Kilimanjaro ATS ( HCM REC EXT )	Prospect - Land with Core	Talent Management	Talent Acquisition	Job Application Process	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Jay Leach	07/31/2025	No CI Notes	ACV 300(K) to 500(K)	Qual Out			15/12/2027	Application cannot be changed once submitted	Applicant cannot change application after submitted.	aTEVT0000001cZV4AY	 	Capability selected but additional capability not listed	Applicant has to delete application and resubmit causing concern that the applicant may not reapply.			32- Closed Mid Cycle Qual Out		Feature	Open	006VT00000WXOKTYA5	Federal / National Government	1
PG-00008461	North America	University of St. Thomas, Minnesota - Enterprise - AWS MP	Prospect - Land with Core	Talent Management	Talent Acquisition	Interviews	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jasmine Omorogbe	07/31/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			15/04/2026	Utilize AI to scan or flag language indicating bias or inappropriate language in interview feedback.	Screen for bias or inappropriate language in interview feedback	aTEVT0000001cOD4AY	 		"Interviewers enter feedback that is sometimes inappropriate to be in the sysytem. The example provided was someone saying that a candidate is ""too old."" They wouldn't want that recorded in the WD system permanently."	Utilize AI to scan or flag language indicating bias or inappropriate language in interview feedback.		6- Negotiate		Artificial Intelligence (AI)	Open	0064X00002GXwkoQAD	Education	1
PG-00008449	North America	State of Florida Dept of Commerce  - HCM, Recruiting,	Prospect - Land with Core	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	Yes	No	Raj Subramanian	07/30/2025	No CI Notes	ACV 500(K) to 5000(K)	Qual Out			16/07/2027	External candidates should able to search jobs based on skills set	The REF requires job seekers to find roles based on their skills	aTEVT0000001c4r4AA	 		doesn't support intuitive skill-based job matching, which makes it harder for job seekers to find roles that align with their capabilities.	3rd party solution or bring external candidates as contingent worker.		32- Closed Mid Cycle Qual Out			Open	006VT00000XNvhRYAT	Public Sector	1
PG-00008446	North America	ServiceNow, Inc.- REC, CE, MSG, HS	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Kate Marchant	07/30/2025	CI Notes	ACV 500(K) to 5000(K)	Do Nothing		Smart Recruiter cannot do this either, which is ServiceNow's incumbent	08/10/2025	Recruiters want to see a quick review of all prior notes on a candidate without having to click into each prior requisition and click to notes tab or collab panel. Sometimes candidates will apply to 20+ requisitions and its not efficient to click through each one to see previous notes or interview feedback.	Ability to see previous feedback / notes on a candidate for prior requisitions without clicking into each prior requisition.	aTEVT0000001c014AA	 		Currently cannot do this with Smart Recruiters and its a pain and waste of time / manual effort to click through each prior req to find candidate notes.	Allow a universal candidate notes section that is not req specific.		31- Closed/Lost to Do Nothing		Feature	Open	006VT00000NhnbJYAR	Technology & Media	1
PG-00008417	North America	VXI - CE & MSG	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Communications and Notifications	3	Risk of Deal Loss (3)	No	Yes	Kate Marchant	07/29/2025	CI Notes	ACV 0(K) to 300(K)	Do Nothing		They use GrayScale today and it works well besides integration challenges and manual workarounds. GrayScale does support them in these desired countries though.	26/06/2026	VXI has a large population in the Philippines, Guatemala, Egypt, and Jamaica and need SMS texting capabilities supported in these countries. 2-way messaging & 2 way mass messaging is a requirement.	Need SMS Capabilities in Philippines, Guatemala, Egypt, and Jamaica	aTEVT0000001bFF4AY	 		Current use of the tool is cumbersome. Integration challenges and manual workarounds with current product GrayScale	Add Philippines to Messaging Roadmap. I understand it will be supported with WhatsApp with our 26R1 release, but the customer is looking to sign by September to go live in October 2025.		31- Closed/Lost to Do Nothing		Feature	Open	006VT00000VqGEyYAN	Professional & Business Services	1
PG-00008413	North America	Wills Group - REC, CE + MSG	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Candidates and Prospects	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Michael Peterson	07/29/2025	CI Notes	ACV 0(K) to 300(K)	Do Nothing		Configurable Prospect Introduce Yourself form.  Would like to be able to configure custom  fields.	25/03/2026	Configurable Prospect Introduce Yourself form.  Would like to be able to configure custom  fields.	Configurable Prospect Introduce Yourself form.  Would like to be able to configure custom  fields.	aTEVT0000001b8n4AA	 		Want to get specific information not included on Prospect form.	Add the ability to add custom fields.		31- Closed/Lost to Do Nothing		Feature	Open	006VT00000MOgr3YAD	Retail	1
PG-00008410	North America	Workiva SSR_FINS,LDPPRJT,LDPPB,LDPPRA(1.70x, 9 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Candidates and Prospects	3	Risk of Removal of SKU from Deal (3)	No	No	Ashley Gonzalez	07/29/2025	CI Notes	ACV 300(K) to 500(K)	Do Nothing		"Greenhouse has announced a partnership with Clear for ""candidate legitimacy verification"" 

https://identity.clearme.com/post/clear-x-greenhouse-verify-the-candidate-behind-the-application"	21/01/2026	"Verify candidates ""behind"" the application."	"Workiva is looking for Candidate Legitimacy / Verification as they have seen an uptick of ""fake"" applicants in the last year."	aTEVT0000001b3x4AA	 		Uptick of fake applicants and no real way to confirm the legitimacy of these fake applicants.			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002UfXe7QAF	Technology & Media	1
PG-00008409	North America	Workiva SSR_FINS,LDPPRJT,LDPPB,LDPPRA(1.70x, 9 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Communications and Notifications	3	Risk of Removal of SKU from Deal (3)	No	No	Ashley Gonzalez	07/29/2025	No CI Notes	ACV 300(K) to 500(K)	Do Nothing			21/01/2026	Much like SMS, Workiva would like to track replies/responses from emails sent from Workday.	Track replies/responses from emails sent from Workday.	aTEVT0000001b2L4AQ	 		No unified tracking of communications happening between candidates and those touching the candidate/application - can create issues when collaborating across hiring teams.			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002UfXe7QAF	Technology & Media	1
PG-00008408	North America	Hootsuite - LDP LRN, TLOA	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Job Requisitions	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Anna Haley	07/29/2025	No CI Notes	ACV 0(K) to 300(K)	Won			28/08/2025	Ability to surface job postings for internal workers within the careerhub	Greenhouse integration with CareerHub	aTEVT0000001b0j4AA	 		Not using workday recruiting but excited about careerpathing within careerhub. Would be nice to have the ability to surface openings directly within the careerhub	Using position management in wd so they can still surface featured next moves/job profiles within careerhub. Advised that they utilize the quick links menu in the left panel in careerhub to add a shortcut link out to greenhouse for employees to apply to open roles		9- Closed/Won		Integration	Open	006VT00000LeMP7YAN	Technology & Media	1
PG-00008407	North America	Workiva SSR_FINS,LDPPRJT,LDPPB,LDPPRA(1.70x, 9 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Job Application Process	3	Risk of Removal of SKU from Deal (3)	No	No	Ashley Gonzalez	07/29/2025	No CI Notes	ACV 300(K) to 500(K)	Do Nothing			21/01/2026	Allow for candidates to edit application after submission.	Allow for candidates to edit application after submission.	aTEVT0000001az74AA	 		Requires candidate resubmission is missing or incorrect information was initially provided.			31- Closed/Lost to Do Nothing			Open	0064X00002UfXe7QAF	Technology & Media	1
PG-00008406	North America	Workiva SSR_FINS,LDPPRJT,LDPPB,LDPPRA(1.70x, 9 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Candidates and Prospects	3	Risk of Removal of SKU from Deal (3)	No	No	Ashley Gonzalez	07/29/2025	No CI Notes	ACV 300(K) to 500(K)	Do Nothing			21/01/2026	Similar to worker profiles, would like a field for candidates to include name pronunciation on their candidate profile.	Pronunciation of names on candidate profiles.	aTEVT0000001axV4AQ	 		Reduced candidate experience with interview team mispronouncing candidate names.			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002UfXe7QAF	Technology & Media	1
PG-00008405	North America	Workiva SSR_FINS,LDPPRJT,LDPPB,LDPPRA(1.70x, 9 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Job Application Process	3	Risk of Removal of SKU from Deal (3)	No	No	Ashley Gonzalez	07/29/2025	No CI Notes	ACV 300(K) to 500(K)	Do Nothing			21/01/2026	Would like the ability to send a calendar invite (.ics) file to candidate upon scheduling of interviews.	Send Calendar invites to candidates when scheduling interviews.	aTEVT0000001avt4AA	 		Have to duplicate steps happening from within Workday in calendaring tool in order to ensure candidates are receiving calendar invites for their interviews.			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002UfXe7QAF	Technology & Media	1
PG-00008404	North America	Workiva SSR_FINS,LDPPRJT,LDPPB,LDPPRA(1.70x, 9 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Interviews	3	Risk of Removal of SKU from Deal (3)	No	No	Ashley Gonzalez	07/29/2025	No CI Notes	ACV 300(K) to 500(K)	Do Nothing			21/01/2026	Request candidate availability for interview scheduling.	Inability to request candidate availability for interview scheduling.	aTEVT0000001auH4AQ	 		Disjointed, manual experience. Have to collect candidate availability outside of the system, no way to track within system.			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002UfXe7QAF	Technology & Media	1
PG-00008341	North America	SAGENT - LDP; HCM, CCB, BEN, USP, TLO, FIN, TT, AM, EXP, PPRO	Prospect - Land with Core	Talent Management	Talent Acquisition		4	Requires Significant Manual and/or Costly Workaround (4)	No	No	James Shipley	07/28/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			16/04/2026	They want more options for the candidate to share their availability and have more automation when it comes to scheduling interviews	Want more robust interview scheduling capabilities	aTEVT0000001ZGf4AM	 		Workday can't match the robust capabilities of interview scheduling that Greenhouse currently offers			30- Closed/Lost to Competition			Open	006VT00000Ns681YAB	Financial Services	1
PG-00008324	North America	Continental - HCM + Pay + TT + REC	Prospect - Land with Core	Talent Management	Talent Acquisition	Screening and Assessments	5	Acceptable to Customer, Planned for Future Release/Roadmap (5)	No	No	Kevin Picollo	07/26/2025	CI Notes	ACV 0(K) to 300(K)	Lost		Greenhouse resume carousel	30/01/2026	Prospect asked for ability to review resumes in a carousel-like fashion with the ability to swipe left or right to disposition candidates out or move them on to the next stage	Resume carousel	aTEVT0000001YpF4AU	 		ease of reviewing candidate and taking action to move them through the recruiting process	Auto-dispositioning plus the candidate grid that gives recruiters easy access to the resume as well as more details on each candidate plus the ability to take quick and easy actions either individually or in mass		30- Closed/Lost to Competition		Feature	Open	006VT00000U0Lb4YAF	Manufacturing	1
PG-00008311	North America	McAfee, LLC - JRNY add-on	Core Customer - Expand with Other	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Kyle Green	07/25/2025	CI Notes	ACV 0(K) to 300(K)	Won		Other competitors have better Career Page and Candidate Chatbot capabilities than us, and they have it delivered, rather than it being a function that's handled by a 3rd party.	27/01/2026	Customer requires a more configurable and flexible career page with an embedded AI Chatbot for their candidates.	Career Page and AI Chatbot	aTEVT0000001YUH4A2	 		Candidate drop-off rates			9- Closed/Won		Feature	Open	006VT00000Vr2WTYAZ	Technology & Media	1
PG-00008310	North America	McAfee, LLC - JRNY add-on	Core Customer - Expand with Other	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Kyle Green	07/25/2025	CI Notes	ACV 0(K) to 300(K)	Won		Other competitors have better interview scheduling capabilities than us, and they have it delivered, rather than it being a function that's handled by a 3rd party.	27/01/2026	Need deeper candidate self-scheduling capabilities, and interview scheduling capabilities on the recruiter side of the house.	Interview Scheduling	aTEVT0000001YSf4AM	 		Setting up an interview in Workday currently takes the customer 24-48 hours. With competitors it takes 20 minutes.			9- Closed/Won		Feature	Open	006VT00000Vr2WTYAZ	Technology & Media	1
PG-00008261	North America	Cornell University - Extend PRO, WSP ACC+, Global Payroll Connect, CC for 3RD Party, CCL,SSR (3.05x, 27mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Job Application Process	4	Requires a 3rd Party Partner or Custom Solution (4)	Yes	No	Kelly Williams	07/24/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			24/09/2025	"Large file sizes
Ability to label items in application with faculty verbiage
Ability to process voting within commitees
Ability to parse information from a CV which contains information such as a Statement of Research, Awards, Publications, teaching history.
Above functionality but also used in the tenure promotion review process."	Faculty recruiting gaps versus point solutions like Interfolio	aTEVT0000001XBd4AM	 	Capability selected but additional capability not listed	Reducing duplicate data entry and providing one solution versus leveraging a 3rd party faculty management system	Leverage 3rd party and bring data into Workday.		9- Closed/Won		Feature	Open	0064X000027EqaIQAS	Education	1
PG-00008214	EMEA	Doctolib - Recruiting + HS (Add-On)	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Candidates and Prospects;Career Sites;Interviews;Screening and Assessments	3	Risk of Deal Loss (3)	No	No	Matthieu Darre	07/23/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			11/11/2025	"Ease of Use : lever is designed as more User friendly for talent acquisition team. One other point is the more customisable user interface of Lever

Interview Scheduling feature of lever is highly valued by customer compared to our capabilities 

Reporting capabilities. Lever Analytics seems to be more user friendly and easily customisable (more flexible) with lever compared to Workday recruiting"	product gap between Lever and Workday Recruiting	aTEVT0000001Vxp4AE	 		"Ease of UseEase of Use : lever is designed as more User friendly for talent acquisition team. One other point is the more customisable user interface of Lever

Interview Scheduling feature of lever is highly valued by customer compared to our capabilities 

Reporting capabilities. Lever Analytics seems to be more user friendly and easily customisable (more flexible) with lever compared to Workday recruiting"			31- Closed/Lost to Do Nothing		Feature	Open	0064X00002P4o9rQAB	Technology & Media	1
PG-00008203	North America	CVS Pharmacy, Inc.-FY28	Non-Core - Renewal Uplift	Talent Management	Talent Acquisition	Referrals	4	Requires Significant Manual and/or Costly Workaround (4)	Yes	No	JR Wymer	07/22/2025	No CI Notes	ACV 0(K) to 300(K)	Open			31/01/2028	CVS is requesting the ability for a referral link to be unique to the applicant (not just unique to the referrer).    The referral link is being forwarded and anyone using the link is being tagged as a valid referral.	Referral links unique to an individual applicant	aTEVT0000001Vg54AE	 		CVS has a large volume of applicants and doesnt want their referral links getting plastered over the web (or reddit) where anyone can jump on a referral link. They are asking for the ability for a referral link to be unique (via email address to the referred person) which adds a token to the url	The referral link should be 1X1 with 1 referrer to 1 reference candidate/applicant		0- Upcoming		Feature	Open	006VT00000LJAlGYAX	Retail	1
PG-00008151	North America	The Krazy Coupon Lady - HCM + Pay	Prospect - Land with Core	Talent Management	Talent Acquisition	Communications and Notifications	3	Risk of Removal of SKU from Deal (3)	No	No	Avery Hall	07/18/2025	No CI Notes	ACV 0(K) to 300(K)	Won			30/07/2025	Prospect would like email responses from candidates to automatically pull into Workday to be tracked and viewed.	Bring candidate email responses into Workday to be tracked (2-way email communication)	aTEVT0000001UKD4A2	 		Team based recruiting activities, so if one recruiter emails candidate and candidate responds, other team members will not be able to see response.			9- Closed/Won		Integration	Open	006VT00000TSPnaYAH	Technology & Media	1
PG-00008150	North America	The Krazy Coupon Lady - HCM + Pay	Prospect - Land with Core	Talent Management	Talent Acquisition	Interviews;Screening and Assessments	3	Risk of Removal of SKU from Deal (3)	No	No	Avery Hall	07/18/2025	No CI Notes	ACV 0(K) to 300(K)	Won			30/07/2025	Prospect would like for self-schedule screen availability to reference the recruiter/interviewers actual calendar availability from google calendar. Doesn't like that they have to indicate availability in Workday.	pull google calendar availability into self schedule interview experience	aTEVT0000001UIb4AM	 		Extra manual step to indicate availability in workday.			9- Closed/Won		Integration	Open	006VT00000TSPnaYAH	Technology & Media	1
PG-00008148	North America	Inova Health System - CHCM, CCB, USP, REC, MSG, AIRC, CE, LRN, CCLRN, MCNF, TLO, PRA, HLP	Prospect - Land with Core	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jennifer Kraier	07/18/2025	No CI Notes	ACV 500(K) to 5000(K)	Do Nothing			20/11/2026	This customer would like the ability in core Recruiting to be able to quickly give a thumbs up or down to a candidate in order to move them quickly through the pipe.	The Ability for Managers to quickly approve candidates	aTEVT0000001UFN4A2	 		Managers are spending too much time with a variety of clicks and want a quick way to communicate their approval of a candidate			31- Closed/Lost to Do Nothing		Feature	Open	006VT00000PeN2kYAF	Healthcare	1
PG-00008146	North America	Inova Health System - CHCM, CCB, USP, REC, MSG, AIRC, CE, LRN, CCLRN, MCNF, TLO, PRA, HLP	Prospect - Land with Core	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Jennifer Kraier	07/18/2025	No CI Notes	ACV 500(K) to 5000(K)	Do Nothing			20/11/2026	The customer is looking for Chat Bot functionality for prospective candidates to communicate and ask questions.	Candidate Chat Bot	aTEVT0000001UC94AM	 		The4 customer is looking for Chat Bot functionality for prospective candidates to communicate and ask questions. The customer is aware of our partners but was looking at core functionality out of Workday			31- Closed/Lost to Do Nothing		Feature	Open	006VT00000PeN2kYAF	Healthcare	1
PG-00008118	EMEA	John Lewis PLC / Order Form 376854  /   2028 Renewal	Core - Renewal Uplift	Talent Management	Talent Acquisition	Job Requisitions	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Merrick Hartslief	07/18/2025	No CI Notes	ACV  > 5000(K)	Open			01/04/2028	Need comp on start job req	Need comp on start job req	aTEVT0000001TSz4AM	 		Can't use start job req so very complicated for managers			0- Upcoming		Business Process	Open	0064X00002GXS79QAH	Retail	1
PG-00008104	North America	3Pillar_WSP, REC, CE, MSG, HS, FIN, PRSM,RM,PRB,TT,EXP_SSR (qualifier) (2.70x, 15 mons to renewal)	Core Customer - Expand with Core	Talent Management	Talent Acquisition	Interviews	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Amy Pulido	07/17/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			21/01/2026	current functionality is too basic for what they need for their global organization	Need the ability to have candidate  and interview request times they are available	aTEVT0000001T6P4AU	 		need a 3rd party to manage their interviewing needs			31- Closed/Lost to Do Nothing			Open	006VT00000RbzlBYAR	Technology & Media	1
PG-00008078	North America	Advance Magazine Publishers, Inc. / Order Form 371440  /   2025 Renewal	Core - Renewal Uplift	Talent Management	Talent Acquisition	Interviews	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Sarah Lynn Bowen	07/16/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			22/10/2025	Customer is looking for more options to schedule back and forth if availability doesnt match up. Eager to give candidates and interview schedulers more options to be flexible and update calendars as schedules change.	rigidity in interview scheduling.	aTEVT0000001SQT4A2	 		Lots of candidates and additional administrative burden on recruiters	They haven't turned on the google calendar integration, so they are planning to start there and see if they need to engage a partner if more support needed.		9- Closed/Won		Feature	Open	0064X00002CDzGvQAL	Technology & Media	1
PG-00008058	North America	CPK - JRNY, AIRC	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Candidate Job Application Flow	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Jill Medina	07/15/2025	No CI Notes	ACV 0(K) to 300(K)	34- Merged Opportunity			12/12/2025	Recruiters need the ability to reset passwords for candidates and update details such as an email address.	Candidate Home Account - Reset Ability For Admins/Recruiters	aTEVT0000001RuD4AU	 		Recruiters need the ability to reset passwords for candidates and update details such as an email address.	Open security on the domains		34- Merged Opportunity	Recruiters need the ability to reset passwords for candidates and update details such as an email address.	Security	Open	0064X00002UfeZ5QAJ	Hospitality	1
PG-00008036	EMEA	Zalando SE-FY28	Core - Renewal Uplift	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Severin Schön	07/15/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			30/06/2027	Available copy functionality is not giving the chance to bring the candidate directly to a certain step. Hence Recruiters push the candidate manually through the process which disturb the SLA.	Transfer Candidates between Roles	aTEVT0000001RKj4AM	 		Available copy functionality is not giving the chance to bring the candidate directly to a certain step. Hence Recruiters push the candidate manually through the process which disturb the SLA.			0- Upcoming			Open	0064X00002SHQoLQAX	Retail	1
PG-00008035	EMEA	Zalando SE-FY28	Core - Renewal Uplift	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Severin Schön	07/15/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			30/06/2027	Zalando would like to have an easy option to include comments.	CV Screening	aTEVT0000001RJ74AM	 		cumbersome to add comments, they wish for a better UI			0- Upcoming			Open	0064X00002SHQoLQAX	Retail	1
PG-00008034	EMEA	Zalando SE-FY28	Core - Renewal Uplift	Talent Management	Talent Acquisition		4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Severin Schön	07/15/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			30/06/2027	Weak functionality Interview-Stage not visible, text hard to read and no edit-functionality,	Scorecard	aTEVT0000001RHV4A2	 		Hard to read for hiring team	better UI		0- Upcoming			Open	0064X00002SHQoLQAX	Retail	1
PG-00008033	EMEA	Zalando SE-FY28	Core - Renewal Uplift	Talent Management	Talent Acquisition	Screening and Assessments	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Severin Schön	07/15/2025	No CI Notes	ACV 500(K) to 5000(K)	Open			30/06/2027	Zalando is requiring candidates to have several interviews; pre-screening, preliminary, final). Zalando is interested in showing the different Interview stages in the funnel	Candidate Funnel customizing	aTEVT0000001RFt4AM	 		not seeing difference between interview stages	allow		0- Upcoming		Feature	Open	0064X00002SHQoLQAX	Retail	1
PG-00008030	North America	Inova Health System - CHCM, CCB, USP, REC, MSG, AIRC, CE, LRN, CCLRN, MCNF, TLO, PRA, HLP	Prospect - Land with Core	Talent Management	Talent Acquisition	Communications and Notifications;Gen AI on Job Requisitions	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Aggie Reyes	07/15/2025	No CI Notes	ACV 500(K) to 5000(K)	Do Nothing			20/11/2026	Send Message task -- message and notification templates with Generative A. Takes into account character limits, role and voice, job posting title, etc.	Generative AI Message Templates	aTEVT0000001RB34AM	 		Manual work			31- Closed/Lost to Do Nothing		Artificial Intelligence (AI)	Open	006VT00000PeN2kYAF	Healthcare	1
PG-00008029	North America	Inova Health System - CHCM, CCB, USP, REC, MSG, AIRC, CE, LRN, CCLRN, MCNF, TLO, PRA, HLP	Prospect - Land with Core	Talent Management	Talent Acquisition	Interviews;Mass Action Capabilities	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Aggie Reyes	07/15/2025	CI Notes	ACV 500(K) to 5000(K)	Do Nothing		Phenom	20/11/2026	Schedule reminders or interview scheduling messages or texts or emails in advance or based on criteria (2 days before event or interview or due date)	"Schedule ""Send Message"" or other conversations"	aTEVT0000001R9R4AU	 		Manual effort	Notes panel and mobile app reminders		31- Closed/Lost to Do Nothing		Feature	Open	006VT00000PeN2kYAF	Healthcare	1
PG-00007974	North America	Proskauer Rose - HCM, CCB, BEN, USP, REC, TAL, TT, ABS, LRN, GPAY, HIREDSCORE, ACM - Primary Split 67%	Prospect - Land with Core	Talent Management	Talent Acquisition	Agencies	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jake McCurdy	07/11/2025	No CI Notes	ACV 300(K) to 500(K)	Open			24/04/2026	When submitting a candidate as an agency user, required fields must be manually entered, even when a resume is attached. Ideally, the system should parse the resume and auto-populate the application fields—similar to the experience for direct candidates.	Resume Parsing for Agency Submissions	aTEVT0000001Pij4AE	 	Representative Capability is not in list	Agency users are required to manually enter key candidate details—such as contact information and work experience—which adds unnecessary time and effort.	Enable resume parsing for agency-submitted candidates so that key fields are automatically populated when a resume is uploaded. This would streamline the submission process and improve consistency in candidate data.		6- Negotiate		Feature	Open	006VT00000R1yc7YAB	Professional & Business Services	1
PG-00007953	North America	The Travelers Indemnity Company-FY27	Core - Renewal Uplift	Talent Management	Talent Acquisition	Job Requisitions	3	Risk of Removal of SKU from Deal (3)	No	No	Ari Warsager	07/11/2025	No CI Notes	ACV  > 5000(K)	Open			30/09/2026	When copying a requisition all fields are copied, customer would like to be able to configure which fields are copied.  This could be at a global level, or have the ability to do it at a lower level such as by job family, or organization etc.  Or perhaps when the copy is actually happening, have checkboxes next to the fields that allow the user to check or uncheck fields to be copied.	Copy Requisition Configurable Fields	aTEVT0000001PAr4AM	 		Fields are being copied that then requires the requisition to be canceled.			3- Initial Proposal Draft		Feature	Open	0064X00002IYIfaQAH	Financial Services	1
PG-00007924	North America	Menlo Security - Workday GO HCM + BenHarbor + Learning	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow	3	Risk of Removal of SKU from Deal (3)	No	No	Avery Hall	07/10/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			20/03/2026	Prospect believes application is too long and clunky and would prefer a single page apply. LinkedIn or Indeed apply do not suite their needs because they do want to collect screening questions, disclosures, etc, but they want all of those pages of the application to be on a single page.	single page apply	aTEVT0000001OQ54AM	 		removal of SKU will result in integration needed with current ATS Ashby			30- Closed/Lost to Competition		Feature	Open	006VT00000OjRHZYA3	Technology & Media	1
PG-00007907	North America	SAGENT - LDP; HCM, CCB, BEN, USP, TLO, FIN, TT, AM, EXP, PPRO	Prospect - Land with Core	Talent Management	Talent Acquisition		4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Patrick White	07/09/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			16/04/2026	They want more options for the candidate to share their availability and have more automation when it comes to scheduling interviews	Want more robust interview scheduling capabilities	aTEVT0000001Nyf4AE	 		Workday can't match the robust capabilities of interview scheduling that Greenhouse currently offers			30- Closed/Lost to Competition		Feature	Open	006VT00000Ns681YAB	Financial Services	1
PG-00007878	EMEA	REWE INT Austria & CEE- HCM , Expenses PRIMARY 75%	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Job Application Process	3	Risk of Deal Loss (3)	No	No	Karin Fuhry	07/08/2025	No CI Notes	ACV 500(K) to 5000(K)	Lost			12/12/2025	A candidate should be able to apply for 3 jobs simultaneously. In Workday they need to apply for one job at a time. This also means that the candidate should only have one application process. In Workday, the candidate is in 3 different processes. Recruiters and Hiring Managers see all the jobs the candidates applied for, but it's still separate processes.	Applying to 3 jobs simultaneously	aTEVT0000001NDt4AM	 		Bad candidate experience	Would be solved through an Evergreen requisition. However the prospect does not see this as a solution.		30- Closed/Lost to Competition	Important to know: All 3 product gaps are available functionality at REWE today as they are using a self developed ATS at the moment.	Feature	Open	0064X00002UfYyjQAF	Retail	1
